Drug ID,Drug Name,Discription
DB09056,Amorolfine,"Amorolfine or amorolfin, is a morpholine antifungal drug that inhibits the fungal enzymes D14 reductase and D7-D8 isomerase. This inhibition affects fungal sterol synthesis pathways, depleting ergosterol and causing ignosterol to accumulate in the fungal cytoplasmic cell membranes. Amorolfine is marketed as Curanail, Loceryl, Locetar, and Odenil. It is available in the form of a 5% amorolfine nail lacquer used to treat onychomycosis (fungal infection of the toe- and fingernails). Amorolfine 5% nail lacquer in once or twice weekly applications is 60-71% effective in treating toenail onychomycosis; complete cure rates three months after stopping treatment (after six months of treatment) were 38-46%. However, full experimental details of these trials were not available and since they were first reported in 1992 there have been no subsequent trials.;;;"
DB09057,Anthrax immune globulin human,"Anthrax immune globulin is a human antibody given with antibiotics for the treatment of anthrax. It is derived from the plasma of humans immunized with BioThrax (adsorbed anthrax vaccine), which is then further purified. Available as the product Anthrasil (FDA), the result is a solution for slow IV infusion containing polyclonal antibodies that bind the protective antigen (PA) component of Bacillus anthracis lethal and edema toxins. This binding of antibody to PA prevents PA-mediated cellular entry of toxic factors. It is administered in combination with appropriate antibiotic therapy as the immunoglobulin itself is not known to have direct antibacterial activity against anthrax bacteria, which otherwise may continue to grow and produce anthrax toxins.;;;;"
DB09059,Atosiban,"Atosiban is an inhibitor of the hormones oxytocin and vasopressin. It is used intravenously to halt premature labor. Although initial studies suggested it could be used as a nasal spray and hence would not require hospital admission, it is not used in that form. Atobisan was developed by the Swedish company Ferring Pharmaceuticals. It was first reported in the literature in 1985. Atosiban is licensed in proprietary and generic forms for the delay of imminent pre-term birth in pregnant adult women.;;;;"
DB09060,Avibactam,"Avibactam is a non-β-lactam β-lactamase inhibitor that is available in combination with ceftazidime (Avycaz). This combination was approved by the FDA on February 25, 2015 for the treatment of complicated intra-abdominal infections in combination with metronidazole, and the treatment of complicated urinary tract infections, including pyelonephritis caused by antibiotic resistant-pathogens, including those caused by multi-drug resistant gram-negative bacterial pathogens. As there is limited clinical safety and efficacy data, Avycaz should be reserved for patients over 18 years old who have limited or not alternative treatment options.;;;;"
DB09061,Cannabidiol,"Cannabidiol, or CBD, is one of at least 85 active cannabinoids identified within the Cannabis plant. It is a major phytocannabinoid, accounting for up to 40% of the Cannabis plant's extract, that binds to a wide variety of physiological targets of the endocannabinoid system within the body. Although the exact medical implications are currently being investigated, CBD has shown promise as a therapeutic and pharmaceutical drug target. In particular, CBD has shown promise as an analgesic, anticonvulsant, muscle relaxant, anxiolytic, antipsychotic and has shown neuroprotective, anti-inflammatory, and antioxidant activity, among other currently investigated uses [A32477, A32469]. CBD's exact place within medical practice is still currently hotly debated, however as the body of evidence grows and legislation changes to reflect its wide-spread use, public and medical opinion have changed significantly with regards to its usefulness in a number of medical conditions ranging from anxiety to epilepsy.;;;;"
DB09062,Cefminox,Cefminox (INN) is a second generation cephalosporin antibiotic. It is approved for use in Japan.;;;;
DB09063,Ceritinib,"Ceritinib is used for the treatment of adults with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) following failure (secondary to resistance or intolerance) of prior crizotinib therapy. About 4% of patients with NSCLC have a chromosomal rearrangement that generates a fusion gene between EML4 (echinoderm microtubule-associated protein-like 4) and ALK (anaplastic lymphoma kinase), which results in constitutive kinase activity that contributes to carcinogenesis and seems to drive the malignant phenotype. Ceritinib exerts its therapeutic effect by inhibiting autophosphorylation of ALK, ALK-mediated phosphorylation of the downstream signaling protein STAT3, and proliferation of ALK-dependent cancer cells. Following treatment with crizotinib (a first-generation ALK inhibitor), most tumours develop drug resistance due to mutations in key ""gatekeeper"" residues of the enzyme. This occurrence led to development of novel second-generation ALK inhibitors such as ceritinib to overcome crizotinib resistance. The FDA approved ceritinib in April 2014 due to a surprisingly high response rate (56%) towards crizotinib-resistant tumours and has designated it with orphan drug status.;;;;"
DB09064,Ciprofibrate,;;;;
DB09065,Cobicistat,"Cobicistat, marketed under the name Tybost (formerly GS-9350), indicated for treating infection with human immunodeficiency virus (HIV). Although it does not have any anti-HIV activity, cobicistat acts as a pharmacokinetic enhancer by inhibiting cytochrome P450 3A isoforms (CYP3A) and therefore increases the systemic exposure of coadministered agents that are metabolized by CYP3A enzymes. More specifically, cobicistat is indicated to increase systemic exposure of atazanavir or darunavir (once daily dosing regimen) in combination with other antiretroviral agents in the treatment of HIV-1 infection. Increasing systemic exposure of anti-retrovirals (ARVs) without increasing dosage allows for better treatment outcomes and a decreased side effect profile.;;;;"
DB09066,Corifollitropin alfa,"Corifollitropin alfa, also known as _Elonva_ is used in women undergoing fertility treatment to stimulate the development of more than one mature egg (oocyte) at a time in the ovaries. This drug used together with _a gonadotropin-releasing hormone (GnRH) antagonist_, a type of medicine also used in fertility treatments. Elonva is available only by prescription [L2270].;;;;"
DB09067,Corticorelin ovine triflutate,"Corticorelin, available commercially as corticorelin ovine triflutate (tradename Acthrel), is a synthetic form of the peptide human corticotropin-releasing hormone (hCRH), a potent stimulator of adrenocorticotropic hormone (ACTH) release from the anterior pituitary. Endogenous forms hCRH are involved in the stress response and its main function is stimulation of the pituitary to release ACTH. ;;;;"
DB09068,Vortioxetine,"Vortioxetine is an antidepressant medication indicated for the treatment of major depressive disorder (MDD). It is classified as a serotonin modulator and stimulator (SMS) as it has a multimodal mechanism of action towards the serotonin neurotransmitter system whereby it simultaneously modulates one or more serotonin receptors and inhibits the reuptake of serotonin. More specifically, vortioxetine acts via the following biological mechanisms: as a serotonin reuptake inhibitor (SRI) through inhibition of the serotonin transporter, as a partial agonist of the 5-HT1B receptor, an agonist of 5-HT1A, and an antagonist of the 5-HT3, 5-HT1D, and 5-HT7 receptors. SMSs were developed because there are many different subtypes of serotonin receptors, however, not all of these receptors appear to be involved in the antidepressant effects of SRIs. Some serotonin receptors seem to play a relatively neutral or insignificant role in the regulation of mood, but others, such as 5-HT1A autoreceptors and 5-HT7 receptors, appear to play an oppositional role in the efficacy of SRIs in treating depression.;;;;"
DB09069,Trimetazidine,"Trimetazidine is a piperazine derivative indicated for the symptomatic treatment of stable angina pectoris in patients inadequately controlled or intolerant to first line therapies.[L33015] Trimetazidine has been studied as a treatment for angina pectoris since the late 1960s.[A233255,A233260];;;;"
DB09070,Tibolone,"Tibolone is a synthetic steroid hormone drug, which is mainly non-selective in its binding profile, acting as an agonist primarily at estrogen receptors (ER), with a preference for ER alpha [L1874].;;;;"
DB09071,Tasimelteon,"Tasimelteon is a selective dual melatonin receptor agonist indicated for the treatment of Non-24-Hour Sleep-Wake Disorder (N24HSWD). Occurring commonly in blind individuals without light perception, this condition is often characterized by periods of night-time insomnia and day-time sleepiness. In blind individuals, a lack of light stimulation causes an extension of the 24-hour circadian cycle and can lead to progressively delayed sleep onset. By activating melatonin receptors MT1 and MT2 in the suprachiasmatic nucleus of the brain, tasimelteon has been shown to improve sleep by resynchronizing the circadian rhythm through its ""non-photic"" mechanism. Tasimelteon is currently the only drug available for the treatment of N24HSWD and was granted orphan drug status by the FDA in 2010.;;;;"
DB09072,Sodium oxybate,"Sodium oxybate (Xyrem) is a central nervous system (CNS) depressant used to treat cataplexy or excessive daytime sleepiness associated with narcolepsy.[L30598] It is a sodium salt of [gamma-Hydroxybutyric acid], an endogenous cerebral inhibitory neurotransmitter [A251445] and a metabolite of the inhibitory neurotransmitter GABA.[A251430] Due to its physiological effects, sodium oxybate is associated with a risk for substance misuse and abuse. Sodium oxybate has been misused to stimulate body growth and to induce euphoria, disinhibition, and sexual arousal as a ""party drug"" or ""club drug.""[A18723] For safety reasons, sodium oxybate is a controlled substance only available through a restricted program in approved countries.[L30598];;;;"
DB09073,Palbociclib,Palbociclib is a piperazine pyridopyrimidine[A176792] that acts in the cell cycle machinery. It is a second generation cyclin-dependent kinase inhibitor[A176798] selected from a group of pyridopyrimidine compounds due to its favorable physical and pharmaceutical properties.[A176810];;;;
DB09074,Olaparib,"Olaparib is a selective and potent inhibitor of poly (ADP-ribose) polymerase (PARP) enzymes, PARP1 and PARP2.[L41100, L40908, L43792] PARP inhibitors represent a novel class of anti-cancer therapy and they work by taking advantage of a defect in DNA repair in cancer cells with BRCA mutations and inducing cell death.[A246015] ;;;;"
